{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
1;1.08E-04;0.000114155;0;6.77E-06;0.000114155;0;0.004324676;0;0.66131025;0.174718395;0;0;0.0001
2;9.97E-05;0.000114155;0;3.75E-06;0.000114155;0;0.002883117;0;0.577786563;0.177088607;0;0;0.0001
3;9.65E-05;0.000114155;0;2.38E-06;0.000114155;0;0.002883117;0;0.537201804;0.180474622;0;0;0.0001
4;9.52E-05;0.000114155;0;8.30E-06;0.000114155;0;0.004324676;0;0.503975588;0.178104411;0;0;0.0001
5;8.72E-05;0.000114155;0;2.49E-05;0.000114155;0;0.008649351;0;0.47923566;0.192664277;0;0;0.0001
6;8.68E-05;0.000114155;0;6.93E-05;0.000114155;0;0.01009091;0;0.418351473;0.19537309;0;0;0.0001
7;8.91E-05;0.000114155;0;0.000143;0.000114155;0;0.015857144;0;0.377907682;0.198759106;0;0.137615849;0.0001
8;5.55E-05;0.000114155;0;0.00019;0.000114155;0;0.027389612;0;0.399955117;0.193341481;0;0.344437689;0.0001
9;7.92E-05;0.000114155;0;0.000168;0.000114155;0;0.044688315;0;0.412473097;0.254289758;0;0.54267444;0.0001
10;5.93E-05;0.000114155;0;0.000165;0.000114155;0.12089;0.06919481;0;0.447771547;0.236005275;0;0.708860742;0.0001
11;4.56E-05;0.000114155;0;0.000179;0.000114155;0.10082;0.096584423;0;0.502551809;0.178104411;0;0.827533585;0.0001
12;5.06E-05;0.000114155;0;0.000196;0.000114155;0.39307;0.119649359;0;0.556204324;0.209255752;0;0.888909581;0.0001
13;7.11E-05;0.000114155;0;0.000195;0.000114155;0.48994;0.131181828;0;0.576235912;0.223815619;0;0.16348602;0.0001
14;6.55E-05;0.000114155;0;0.000185;0.000114155;0.41238;0.125415593;0;0.612986334;0.224492823;0;0.065742408;0.0001
15;6.52E-05;0.000114155;0;0.000199;0.000114155;0.48632;0.115324684;0;0.598198766;0.440182005;0;0.087164091;0.0001
