{PERIODS};ELECTRICITY_VAR;HEAT_LOW_T_SH;SPACE_COOLING;MOBILITY_PASSENGER;MOBILITY_FREIGHT;PV;WIND_ONSHORE;WIND_OFFSHORE;HYDRO_DAM;HYDRO_RIVER;TIDAL;SOLAR;CSP
51;6.82E-05;0.000114155;0;2.38E-06;0.000114155;0;0.001;0;0.892586996;0.93931734;0;0;0.0001
52;6.56E-05;0.000114155;0;8.30E-06;0.000114155;0;0.013;0;0.892586996;0.93931734;0;0;0.0001
53;6.53E-05;0.000114155;0;2.49E-05;0.000114155;0;0.044;0;0.892586996;0.93931734;0;0;0.0001
54;6.64E-05;0.000114155;0;6.93E-05;0.000114155;0;0.065;0;0.892586996;0.93931734;0;0;0.0001
55;6.19E-05;0.000114155;0;0.000143;0.000114155;0;0.043;0;0.892586996;0.93931734;0;0;0.0001
56;7.20E-05;0.000114155;0;0.00019;0.000114155;0;0.014;0;0.892586996;0.93931734;0;0;0.0001
57;0.0000819;0.000114155;0;0.000168;0.000114155;0;0.022;0;0.892586996;0.93931734;0;0;0.0001
58;0.0000898;0.000114155;0;0.000165;0.000114155;0;0.068;0;0.892586996;0.93931734;0;0;0.0001
59;0.0000942;0.000114155;0;0.000179;0.000114155;0.05331;0.1;0;0.892586996;0.93931734;0;0.038543386;0.0001
60;0.0000979;0.000114155;0;0.000196;0.000114155;0.12895;0.1;0;0.892586996;0.93931734;0;0.066389289;0.0001
61;0.0000984;0.000114155;0;0.000195;0.000114155;0.31523;0.091;0;0.892586996;0.93931734;0;0.210218435;0.0001
62;0.0000964;0.000114155;0;0.000185;0.000114155;0.49729;0.088;0;0.892586996;0.93931734;0;0.348312355;0.0001
63;0.000094;0.000114155;0;0.000199;0.000114155;0.61735;0.08;0;0.892586996;0.93931734;0;0.467072554;0.0001
64;0.0000943;0.000114155;0;0.000216;0.000114155;0.541;0.065;0;0.892586996;0.93931734;0;0.396579859;0.0001
65;0.0000954;0.000114155;0;0.000224;0.000114155;0.61527;0.04;0;0.892586996;0.93931734;0;0.521552423;0.0001
66;0.0000969;0.000114155;0;0.000198;0.000114155;0.58119;0.025;0;0.892586996;0.93931734;0;0.474878568;0.0001
67;0.000103184;0.000114155;0;0.000137;0.000114155;0.51902;0.03;0;0.892586996;0.93931734;0;0.372283879;0.0001
68;0.000132297;0.000114155;0;9.07E-05;0.000114155;0.36452;0.041;0;0.892586996;0.93931734;0;0.220534206;0.0001
69;0.000141;0.000114155;0;6.33E-05;0.000114155;0.15441;0.041;0;0.892586996;0.93931734;0;0.082984226;0.0001
70;0.00013;0.000114155;0;4.11E-05;0.000114155;0.12651;0.039;0;0.892586996;0.93931734;0;0.104923133;0.0001
71;0.000112;0.000114155;0;2.46E-05;0.000114155;0;0.025;0;0.892586996;0.93931734;0;0;0.0001
72;0.0000934;0.000114155;0;8.08E-06;0.000114155;0;0.007;0;0.892586996;0.93931734;0;0;0.0001
73;7.92E-05;0.000114155;0;6.77E-06;0.000114155;0;0;0;0.892586996;0.93931734;0;0;0.0001
74;7.09E-05;0.000114155;0;3.75E-06;0.000114155;0;0.001;0;0.892586996;0.93931734;0;0;0.0001
75;6.63E-05;0.000114155;0;2.38E-06;0.000114155;0;0.013;0;0.892586996;0.93931734;0;0;0.0001
76;6.44E-05;0.000114155;0;8.30E-06;0.000114155;0;0.03;0;0.892586996;0.93931734;0;0;0.0001
77;6.50E-05;0.000114155;0;2.49E-05;0.000114155;0;0.029;0;0.892586996;0.93931734;0;0;0.0001
78;7.04E-05;0.000114155;0;6.93E-05;0.000114155;0;0.036;0;0.892586996;0.93931734;0;0;0.0001
79;8.18E-05;0.000114155;0;0.000143;0.000114155;0;0.025;0;0.892586996;0.93931734;0;0;0.0001
80;9.80E-05;0.000114155;0;0.00019;0.000114155;0;0.004;0;0.892586996;0.93931734;0;0;0.0001
81;1.10E-04;0.000114155;0;0.000168;0.000114155;0;0.004;0;0.892586996;0.93931734;0;0;0.0001
82;0.000117;0.000114155;0;0.000165;0.000114155;0.00079;0.013;0;0.892586996;0.93931734;0;0;0.0001
83;0.000121;0.000114155;0;0.000179;0.000114155;0.42987;0.031;0;0.892586996;0.93931734;0;0.404576729;0.0001
84;0.000125;0.000114155;0;0.000196;0.000114155;0.52675;0.043;0;0.892586996;0.93931734;0;0.470765619;0.0001
85;0.000122;0.000114155;0;0.000195;0.000114155;0.58261;0.055;0;0.892586996;0.93931734;0;0.548701701;0.0001
86;0.000121;0.000114155;0;0.000185;0.000114155;0.65759;0.068;0;0.892586996;0.93931734;0;0.657928639;0.0001
87;1.24E-04;0.000114155;0;0.000199;0.000114155;0.51881;0.068;0;0.892586996;0.93931734;0;0.388916987;0.0001
88;1.24E-04;0.000114155;0;0.000216;0.000114155;0.59703;0.06;0;0.892586996;0.93931734;0;0.442996059;0.0001
89;1.23E-04;0.000114155;0;0.000224;0.000114155;0.43705;0.035;0;0.892586996;0.93931734;0;0.267217605;0.0001
90;0.000118;0.000114155;0;0.000198;0.000114155;0.34982;0.017;0;0.892586996;0.93931734;0;0.186285082;0.0001
91;0.000121;0.000114155;0;0.000137;0.000114155;0.29783;0.006;0;0.892586996;0.93931734;0;0.123512515;0.0001
92;0.000145;0.000114155;0;9.07E-05;0.000114155;0.23145;0.003;0;0.892586996;0.93931734;0;0.094454676;0.0001
93;0.000149;0.000114155;0;6.33E-05;0.000114155;0.14571;0.003;0;0.892586996;0.93931734;0;0.091525036;0.0001
94;0.000141;0.000114155;0;4.11E-05;0.000114155;0.17699;0.002;0;0.892586996;0.93931734;0;0.155461824;0.0001
95;0.000123;0.000114155;0;2.46E-05;0.000114155;0;0.001;0;0.892586996;0.93931734;0;0;0.0001
96;1.01E-04;0.000114155;0;8.08E-06;0.000114155;0;0.001;0;0.892586996;0.93931734;0;0;0.0001
97;8.59E-05;0.000114155;0;6.77E-06;0.000114155;0;0.005;0;0.892586996;0.93931734;0;0;0.0001
98;7.84E-05;0.000114155;0;3.75E-06;0.000114155;0;0.011;0;0.892586996;0.93931734;0;0;0.0001
